figure,dataset,x_axis,curve,x,certified_accuracy
4,Amazon-C,Perturbation Size,S=40,7,0.768
4,Amazon-C,Perturbation Size,S=40,8,0.761
4,Amazon-C,Perturbation Size,S=40,9,0.749
4,Amazon-C,Perturbation Size,S=40,10,0.736
4,Amazon-C,Perturbation Size,S=40,11,0.722
4,Amazon-C,Perturbation Size,S=40,12,0.706
4,Amazon-C,Perturbation Size,S=40,13,0.698
4,Amazon-C,Perturbation Size,S=40,16,0.616
4,Amazon-C,Perturbation Size,S=40,17,0.582
4,Amazon-C,Perturbation Size,S=40,18,0.503
4,Amazon-C,Perturbation Size,S=40,19,0.092
4,Amazon-C,Perturbation Size,S=40,20,0.007
4,Amazon-C,Perturbation Size,S=40,21,0.007
4,Amazon-C,Perturbation Size,S=40,22,0.007
4,Amazon-C,Perturbation Size,S=40,23,0.007
4,Amazon-C,Perturbation Size,S=40,24,0.007
4,Amazon-C,Perturbation Size,S=40,25,0.007
4,Amazon-C,Perturbation Size,S=40,26,0.007
4,Amazon-C,Perturbation Size,S=40,27,0.007
4,Amazon-C,Perturbation Size,S=40,28,0.007
4,Amazon-C,Perturbation Size,S=40,29,0.01
4,Amazon-C,Perturbation Size,S=40,30,0.01
4,Amazon-C,Perturbation Size,S=40,31,0.009
4,Amazon-C,Perturbation Size,S=40,32,0.009
4,Amazon-C,Perturbation Size,S=40,33,0.009
4,Amazon-C,Perturbation Size,S=40,34,0.009
4,Amazon-C,Perturbation Size,S=40,35,0.914
4,Amazon-C,Perturbation Size,S=40,36,0.914
4,Amazon-C,Perturbation Size,S=40,37,0.914
4,Amazon-C,Perturbation Size,S=40,38,0.914
4,Amazon-C,Perturbation Size,S=40,39,0.914
5,AIDS,Perturbation Size,S=70,0,0.876
5,AIDS,Perturbation Size,S=70,1,0.738
5,AIDS,Perturbation Size,S=70,2,0.483
5,AIDS,Perturbation Size,S=70,3,0.222
5,AIDS,Perturbation Size,S=70,4,0.095
5,AIDS,Perturbation Size,S=70,5,0.039
5,AIDS,Perturbation Size,S=70,6,0.031
5,AIDS,Perturbation Size,S=70,7,0.03
5,AIDS,Perturbation Size,S=70,8,0.028
5,AIDS,Perturbation Size,S=70,9,0.025
5,AIDS,Perturbation Size,S=70,10,0.024
5,AIDS,Perturbation Size,S=70,11,0.023
5,AIDS,Perturbation Size,S=70,12,0.021
5,AIDS,Perturbation Size,S=70,13,0.018
5,AIDS,Perturbation Size,S=70,14,0.018
5,AIDS,Perturbation Size,S=70,15,0.018
5,AIDS,Perturbation Size,S=70,16,0.015
5,AIDS,Perturbation Size,S=70,17,0.014
5,AIDS,Perturbation Size,S=70,18,0.009
5,AIDS,Perturbation Size,S=70,19,0.009
5,AIDS,Perturbation Size,S=70,20,0.009
5,AIDS,Perturbation Size,S=70,21,0.007
5,AIDS,Perturbation Size,S=70,22,0.007
5,AIDS,Perturbation Size,S=70,23,0.007
5,AIDS,Perturbation Size,S=70,24,0.007
5,AIDS,Perturbation Size,S=50,0,0.798
5,AIDS,Perturbation Size,S=50,1,0.623
5,AIDS,Perturbation Size,S=50,2,0.386
5,AIDS,Perturbation Size,S=50,3,0.159
5,AIDS,Perturbation Size,S=50,4,0.059
5,AIDS,Perturbation Size,S=50,5,0.032
5,AIDS,Perturbation Size,S=50,6,0.031
5,AIDS,Perturbation Size,S=50,8,0.021
5,AIDS,Perturbation Size,S=50,13,0.017
5,AIDS,Perturbation Size,S=50,16,0.009
5,AIDS,Perturbation Size,S=50,17,0.005
5,AIDS,Perturbation Size,S=50,19,0.005
5,AIDS,Perturbation Size,S=50,21,0.014
5,AIDS,Perturbation Size,S=50,22,0.014
5,AIDS,Perturbation Size,S=50,23,0.014
5,AIDS,Perturbation Size,S=50,24,0.014
5,AIDS,Perturbation Size,S=30,0,0.856
5,AIDS,Perturbation Size,S=30,1,0.729
5,AIDS,Perturbation Size,S=30,2,0.517
5,AIDS,Perturbation Size,S=30,3,0.274
5,AIDS,Perturbation Size,S=30,4,0.116
5,AIDS,Perturbation Size,S=30,5,0.051
5,AIDS,Perturbation Size,S=30,6,0.023
5,AIDS,Perturbation Size,S=30,7,0.023
5,AIDS,Perturbation Size,S=30,8,0.021
5,AIDS,Perturbation Size,S=30,9,0.018
5,AIDS,Perturbation Size,S=30,10,0.018
5,AIDS,Perturbation Size,S=30,11,0.014
5,AIDS,Perturbation Size,S=30,12,0.011
5,AIDS,Perturbation Size,S=30,13,0.005
5,AIDS,Perturbation Size,S=30,14,0.003
5,AIDS,Perturbation Size,S=30,15,0.003
5,AIDS,Perturbation Size,S=30,16,0.002
5,AIDS,Perturbation Size,S=30,17,0.002
5,AIDS,Perturbation Size,S=30,18,0.002
5,MUTAG,Perturbation Size,S=70,0,0.637
5,MUTAG,Perturbation Size,S=70,1,0.547
5,MUTAG,Perturbation Size,S=70,2,0.446
5,MUTAG,Perturbation Size,S=70,3,0.356
5,MUTAG,Perturbation Size,S=70,4,0.253
5,MUTAG,Perturbation Size,S=70,5,0.17
5,MUTAG,Perturbation Size,S=70,6,0.103
5,MUTAG,Perturbation Size,S=70,7,0.059
5,MUTAG,Perturbation Size,S=70,8,0.03
5,MUTAG,Perturbation Size,S=70,9,0.016
5,MUTAG,Perturbation Size,S=70,11,0.005
5,MUTAG,Perturbation Size,S=70,12,0.003
5,MUTAG,Perturbation Size,S=70,14,0.003
5,MUTAG,Perturbation Size,S=70,15,0.003
5,MUTAG,Perturbation Size,S=70,16,0.008
5,MUTAG,Perturbation Size,S=70,17,0.005
5,MUTAG,Perturbation Size,S=70,18,0.008
5,MUTAG,Perturbation Size,S=70,19,0.007
5,MUTAG,Perturbation Size,S=70,20,0.007
5,MUTAG,Perturbation Size,S=70,21,0.007
5,MUTAG,Perturbation Size,S=70,22,0.007
5,MUTAG,Perturbation Size,S=70,23,0.005
5,MUTAG,Perturbation Size,S=70,24,0.006
5,MUTAG,Perturbation Size,S=50,0,0.653
5,MUTAG,Perturbation Size,S=50,1,0.569
5,MUTAG,Perturbation Size,S=50,2,0.467
5,MUTAG,Perturbation Size,S=50,3,0.366
5,MUTAG,Perturbation Size,S=50,4,0.28
5,MUTAG,Perturbation Size,S=50,5,0.194
5,MUTAG,Perturbation Size,S=50,6,0.118
5,MUTAG,Perturbation Size,S=50,20,0.014
5,MUTAG,Perturbation Size,S=50,21,0.014
5,MUTAG,Perturbation Size,S=50,22,0.014
5,MUTAG,Perturbation Size,S=50,23,0.014
5,MUTAG,Perturbation Size,S=50,24,0.014
5,MUTAG,Perturbation Size,S=30,0,0.66
5,MUTAG,Perturbation Size,S=30,1,0.586
5,MUTAG,Perturbation Size,S=30,2,0.48
5,MUTAG,Perturbation Size,S=30,3,0.346
5,MUTAG,Perturbation Size,S=30,4,0.256
5,MUTAG,Perturbation Size,S=30,5,0.156
5,MUTAG,Perturbation Size,S=30,6,0.083
5,MUTAG,Perturbation Size,S=30,7,0.037
5,MUTAG,Perturbation Size,S=30,8,0.014
5,MUTAG,Perturbation Size,S=30,9,0.005
5,MUTAG,Perturbation Size,S=30,10,0.002
5,MUTAG,Perturbation Size,S=30,12,0.003
5,MUTAG,Perturbation Size,S=30,13,0.003
5,MUTAG,Perturbation Size,S=30,15,0.003
5,MUTAG,Perturbation Size,S=30,16,0.003
5,MUTAG,Perturbation Size,S=30,18,0.003
5,PROTEINS,Perturbation Size,S=70,0,0.791
5,PROTEINS,Perturbation Size,S=70,1,0.762
5,PROTEINS,Perturbation Size,S=70,2,0.738
5,PROTEINS,Perturbation Size,S=70,3,0.714
5,PROTEINS,Perturbation Size,S=70,4,0.683
5,PROTEINS,Perturbation Size,S=70,5,0.66
5,PROTEINS,Perturbation Size,S=70,6,0.646
5,PROTEINS,Perturbation Size,S=70,7,0.633
5,PROTEINS,Perturbation Size,S=70,8,0.605
5,PROTEINS,Perturbation Size,S=70,9,0.584
5,PROTEINS,Perturbation Size,S=70,10,0.547
5,PROTEINS,Perturbation Size,S=70,11,0.5
5,PROTEINS,Perturbation Size,S=70,12,0.469
5,PROTEINS,Perturbation Size,S=70,13,0.43
5,PROTEINS,Perturbation Size,S=70,14,0.398
5,PROTEINS,Perturbation Size,S=70,15,0.363
5,PROTEINS,Perturbation Size,S=70,16,0.338
5,PROTEINS,Perturbation Size,S=70,17,0.308
5,PROTEINS,Perturbation Size,S=70,18,0.271
5,PROTEINS,Perturbation Size,S=70,19,0.255
5,PROTEINS,Perturbation Size,S=70,20,0.23
5,PROTEINS,Perturbation Size,S=70,21,0.207
5,PROTEINS,Perturbation Size,S=70,22,0.19
5,PROTEINS,Perturbation Size,S=70,23,0.177
5,PROTEINS,Perturbation Size,S=70,25,0.721
5,PROTEINS,Perturbation Size,S=70,26,0.721
5,PROTEINS,Perturbation Size,S=70,28,0.721
5,PROTEINS,Perturbation Size,S=50,0,0.81
5,PROTEINS,Perturbation Size,S=50,1,0.752
5,PROTEINS,Perturbation Size,S=50,2,0.724
5,PROTEINS,Perturbation Size,S=50,3,0.699
5,PROTEINS,Perturbation Size,S=50,4,0.667
5,PROTEINS,Perturbation Size,S=50,5,0.632
5,PROTEINS,Perturbation Size,S=50,6,0.599
5,PROTEINS,Perturbation Size,S=50,7,0.582
5,PROTEINS,Perturbation Size,S=50,8,0.548
5,PROTEINS,Perturbation Size,S=50,9,0.517
5,PROTEINS,Perturbation Size,S=50,10,0.482
5,PROTEINS,Perturbation Size,S=50,11,0.436
5,PROTEINS,Perturbation Size,S=50,12,0.399
5,PROTEINS,Perturbation Size,S=50,13,0.367
5,PROTEINS,Perturbation Size,S=50,14,0.32
5,PROTEINS,Perturbation Size,S=50,15,0.287
5,PROTEINS,Perturbation Size,S=50,17,0.226
5,PROTEINS,Perturbation Size,S=50,18,0.195
5,PROTEINS,Perturbation Size,S=50,19,0.167
5,PROTEINS,Perturbation Size,S=50,20,0.118
5,PROTEINS,Perturbation Size,S=50,21,0.094
5,PROTEINS,Perturbation Size,S=50,22,0.066
5,PROTEINS,Perturbation Size,S=50,25,0.817
5,PROTEINS,Perturbation Size,S=30,0,0.823
5,PROTEINS,Perturbation Size,S=30,1,0.745
5,PROTEINS,Perturbation Size,S=30,2,0.703
5,PROTEINS,Perturbation Size,S=30,3,0.646
5,PROTEINS,Perturbation Size,S=30,4,0.601
5,PROTEINS,Perturbation Size,S=30,5,0.548
5,PROTEINS,Perturbation Size,S=30,6,0.499
5,PROTEINS,Perturbation Size,S=30,7,0.438
5,PROTEINS,Perturbation Size,S=30,8,0.375
5,PROTEINS,Perturbation Size,S=30,9,0.328
5,PROTEINS,Perturbation Size,S=30,10,0.292
5,PROTEINS,Perturbation Size,S=30,11,0.255
5,PROTEINS,Perturbation Size,S=30,12,0.211
5,PROTEINS,Perturbation Size,S=30,13,0.161
5,PROTEINS,Perturbation Size,S=30,14,0.117
5,PROTEINS,Perturbation Size,S=30,15,0.046
5,PROTEINS,Perturbation Size,S=30,16,0.003
5,PROTEINS,Perturbation Size,S=30,17,0.003
5,PROTEINS,Perturbation Size,S=30,18,0.003
5,PROTEINS,Perturbation Size,S=30,19,0.003
5,PROTEINS,Perturbation Size,S=30,20,0.003
5,PROTEINS,Perturbation Size,S=30,21,0.005
5,PROTEINS,Perturbation Size,S=30,22,0.005
5,PROTEINS,Perturbation Size,S=30,25,0.914
5,PROTEINS,Perturbation Size,S=30,26,0.914
5,PROTEINS,Perturbation Size,S=30,27,0.914
5,PROTEINS,Perturbation Size,S=30,28,0.914
5,DD,Perturbation Size,S=70,0,0.794
5,DD,Perturbation Size,S=70,1,0.784
5,DD,Perturbation Size,S=70,2,0.774
5,DD,Perturbation Size,S=70,3,0.763
5,DD,Perturbation Size,S=70,4,0.751
5,DD,Perturbation Size,S=70,5,0.736
5,DD,Perturbation Size,S=70,6,0.722
5,DD,Perturbation Size,S=70,7,0.697
5,DD,Perturbation Size,S=70,8,0.678
5,DD,Perturbation Size,S=70,9,0.654
5,DD,Perturbation Size,S=70,10,0.641
5,DD,Perturbation Size,S=70,11,0.618
5,DD,Perturbation Size,S=70,12,0.587
5,DD,Perturbation Size,S=70,13,0.578
5,DD,Perturbation Size,S=70,14,0.554
5,DD,Perturbation Size,S=70,15,0.539
5,DD,Perturbation Size,S=70,16,0.515
5,DD,Perturbation Size,S=70,17,0.492
5,DD,Perturbation Size,S=70,18,0.467
5,DD,Perturbation Size,S=70,19,0.448
5,DD,Perturbation Size,S=70,20,0.422
5,DD,Perturbation Size,S=70,21,0.403
5,DD,Perturbation Size,S=70,22,0.391
5,DD,Perturbation Size,S=70,23,0.359
5,DD,Perturbation Size,S=70,24,0.324
5,DD,Perturbation Size,S=70,25,0.301
5,DD,Perturbation Size,S=70,26,0.264
5,DD,Perturbation Size,S=70,27,0.232
5,DD,Perturbation Size,S=50,0,0.783
5,DD,Perturbation Size,S=50,1,0.772
5,DD,Perturbation Size,S=50,2,0.752
5,DD,Perturbation Size,S=50,3,0.734
5,DD,Perturbation Size,S=50,4,0.721
5,DD,Perturbation Size,S=50,5,0.695
5,DD,Perturbation Size,S=50,6,0.672
5,DD,Perturbation Size,S=50,7,0.645
5,DD,Perturbation Size,S=50,8,0.622
5,DD,Perturbation Size,S=50,9,0.585
5,DD,Perturbation Size,S=50,10,0.549
5,DD,Perturbation Size,S=50,11,0.521
5,DD,Perturbation Size,S=50,12,0.493
5,DD,Perturbation Size,S=50,13,0.456
5,DD,Perturbation Size,S=50,14,0.433
5,DD,Perturbation Size,S=50,15,0.401
5,DD,Perturbation Size,S=50,16,0.357
5,DD,Perturbation Size,S=50,17,0.316
5,DD,Perturbation Size,S=50,18,0.275
5,DD,Perturbation Size,S=50,19,0.233
5,DD,Perturbation Size,S=50,20,0.208
5,DD,Perturbation Size,S=50,21,0.183
5,DD,Perturbation Size,S=50,22,0.133
5,DD,Perturbation Size,S=50,23,0.086
5,DD,Perturbation Size,S=50,24,0.04
5,DD,Perturbation Size,S=50,25,0.014
5,DD,Perturbation Size,S=50,26,0.007
5,DD,Perturbation Size,S=50,27,0.008
5,DD,Perturbation Size,S=30,1,0.763
5,DD,Perturbation Size,S=30,2,0.726
5,DD,Perturbation Size,S=30,3,0.687
5,DD,Perturbation Size,S=30,4,0.646
5,DD,Perturbation Size,S=30,5,0.593
5,DD,Perturbation Size,S=30,6,0.554
5,DD,Perturbation Size,S=30,7,0.51
5,DD,Perturbation Size,S=30,8,0.451
5,DD,Perturbation Size,S=30,9,0.398
5,DD,Perturbation Size,S=30,10,0.352
5,DD,Perturbation Size,S=30,11,0.291
5,DD,Perturbation Size,S=30,12,0.232
5,DD,Perturbation Size,S=30,13,0.159
5,DD,Perturbation Size,S=30,14,0.106
5,DD,Perturbation Size,S=30,15,0.051
5,DD,Perturbation Size,S=30,16,0.007
5,DD,Perturbation Size,S=30,17,0.007
5,DD,Perturbation Size,S=30,18,0.007
5,DD,Perturbation Size,S=30,19,0.007
5,DD,Perturbation Size,S=30,20,0.007
5,DD,Perturbation Size,S=30,21,0.007
5,DD,Perturbation Size,S=30,22,0.007
5,DD,Perturbation Size,S=30,23,0.007
5,DD,Perturbation Size,S=30,24,0.007
5,DD,Perturbation Size,S=30,26,0.01
6,AIDS,Perturbation Size,S=70,0,0.972
6,AIDS,Perturbation Size,S=70,1,0.926
6,AIDS,Perturbation Size,S=70,2,0.795
6,AIDS,Perturbation Size,S=70,3,0.508
6,AIDS,Perturbation Size,S=70,4,0.143
6,AIDS,Perturbation Size,S=70,5,0.031
6,AIDS,Perturbation Size,S=70,6,0.028
6,AIDS,Perturbation Size,S=70,7,0.025
6,AIDS,Perturbation Size,S=70,8,0.023
6,AIDS,Perturbation Size,S=70,9,0.021
6,AIDS,Perturbation Size,S=70,10,0.021
6,AIDS,Perturbation Size,S=70,11,0.021
6,AIDS,Perturbation Size,S=70,12,0.021
6,AIDS,Perturbation Size,S=70,13,0.018
6,AIDS,Perturbation Size,S=70,14,0.015
6,AIDS,Perturbation Size,S=70,15,0.009
6,AIDS,Perturbation Size,S=70,16,0.007
6,AIDS,Perturbation Size,S=70,17,0.007
6,AIDS,Perturbation Size,S=70,18,0.007
6,AIDS,Perturbation Size,S=70,19,0.009
6,AIDS,Perturbation Size,S=70,20,0.009
6,AIDS,Perturbation Size,S=70,21,0.007
6,AIDS,Perturbation Size,S=70,22,0.007
6,AIDS,Perturbation Size,S=70,23,0.007
6,AIDS,Perturbation Size,S=70,24,0.006
6,AIDS,Perturbation Size,S=50,0,0.959
6,AIDS,Perturbation Size,S=50,1,0.945
6,AIDS,Perturbation Size,S=50,2,0.846
6,AIDS,Perturbation Size,S=50,3,0.69
6,AIDS,Perturbation Size,S=50,4,0.356
6,AIDS,Perturbation Size,S=50,5,0.052
6,AIDS,Perturbation Size,S=50,6,0.02
6,AIDS,Perturbation Size,S=50,7,0.024
6,AIDS,Perturbation Size,S=50,10,0.021
6,AIDS,Perturbation Size,S=50,12,0.014
6,AIDS,Perturbation Size,S=50,13,0.013
6,AIDS,Perturbation Size,S=50,14,0.007
6,AIDS,Perturbation Size,S=50,15,0.002
6,AIDS,Perturbation Size,S=50,21,0.014
6,AIDS,Perturbation Size,S=50,22,0.014
6,AIDS,Perturbation Size,S=50,23,0.014
6,AIDS,Perturbation Size,S=50,24,0.014
6,AIDS,Perturbation Size,S=30,0,0.986
6,AIDS,Perturbation Size,S=30,1,0.917
6,AIDS,Perturbation Size,S=30,2,0.826
6,AIDS,Perturbation Size,S=30,3,0.63
6,AIDS,Perturbation Size,S=30,4,0.306
6,AIDS,Perturbation Size,S=30,5,0.025
6,AIDS,Perturbation Size,S=30,6,0.021
6,AIDS,Perturbation Size,S=30,7,0.021
6,AIDS,Perturbation Size,S=30,11,0.016
6,AIDS,Perturbation Size,S=30,12,0.011
6,AIDS,Perturbation Size,S=30,13,0.007
6,AIDS,Perturbation Size,S=30,14,0.002
6,AIDS,Perturbation Size,S=30,15,0.003
6,AIDS,Perturbation Size,S=30,19,0.003
6,MUTAG,Perturbation Size,S=70,0,0.641
6,MUTAG,Perturbation Size,S=70,1,0.54
6,MUTAG,Perturbation Size,S=70,2,0.439
6,MUTAG,Perturbation Size,S=70,3,0.352
6,MUTAG,Perturbation Size,S=70,4,0.285
6,MUTAG,Perturbation Size,S=70,5,0.223
6,MUTAG,Perturbation Size,S=70,6,0.175
6,MUTAG,Perturbation Size,S=70,7,0.131
6,MUTAG,Perturbation Size,S=70,8,0.097
6,MUTAG,Perturbation Size,S=70,9,0.062
6,MUTAG,Perturbation Size,S=70,10,0.048
6,MUTAG,Perturbation Size,S=70,11,0.038
6,MUTAG,Perturbation Size,S=70,12,0.034
6,MUTAG,Perturbation Size,S=70,13,0.023
6,MUTAG,Perturbation Size,S=70,14,0.018
6,MUTAG,Perturbation Size,S=70,15,0.015
6,MUTAG,Perturbation Size,S=70,16,0.009
6,MUTAG,Perturbation Size,S=70,17,0.01
6,MUTAG,Perturbation Size,S=70,18,0.007
6,MUTAG,Perturbation Size,S=70,19,0.007
6,MUTAG,Perturbation Size,S=70,20,0.007
6,MUTAG,Perturbation Size,S=70,21,0.007
6,MUTAG,Perturbation Size,S=70,22,0.007
6,MUTAG,Perturbation Size,S=70,23,0.005
6,MUTAG,Perturbation Size,S=70,24,0.006
6,MUTAG,Perturbation Size,S=50,0,0.629
6,MUTAG,Perturbation Size,S=50,1,0.568
6,MUTAG,Perturbation Size,S=50,2,0.491
6,MUTAG,Perturbation Size,S=50,3,0.413
6,MUTAG,Perturbation Size,S=50,4,0.345
